"","oshpd_id2","FACILITY_NAME","COUNTY_NAME","LICENSE_CATEGORY_DESC","DBA_ADDRESS1","DBA_CITY","DBA_ZIP_CODE","LICENSED_BED_SIZE","TRAUMA_CENTER_DESC","MSSA_DESIGNATION","RURAL_HOSPITAL_DESC","TEACHING_HOSPITAL_DESC","CONTROL_TYPE_DESC","ER_SERVICE_LEVEL_DESC","Sex_Female","Sex_Male","Sex_Other_Unknown","Age_0_09","Age_10_19","Age_20_29","Age_30_39","Age_40_49","Age_50_59","Age_60_69","Age_70_79","Age_80_","Age_Unknown","Asian_Pacific_Islander","Black","Hispanic or Latino","Native_American_Eskimo_Aleut","racegrp_other","racegrp_unknown","White","Acute_Care","Against_Medical_Advice","Died","Home_Health_Service","Hospice_Care","Other_Care","Other_Unknown","Prison_Jail","Psychiatric_Care","Residential_Care","Routine","SN_IC_Care","Childrens_or_Cancer","CAH","Not_Defined_Elsewhere","Medi_Cal","Medicare","Other_Payer","Private_Coverage","Uninsured","dx_Pregnancy_Childbirth","dx_Diseases_of_the_Blood","dx_Circulatory","dx_Congenital","dx_Digestive","dx_Endocrine","dx_Genitourinary","dx_Infectious","dx_Injury_Poisoning","dx_Musculoskeletal","dx_Neoplasms","dx_Nervous_System","dx_Other_Unknown","dx_Certain_Perinatal_Conditions","dx_Psychoses_Neuroses","dx_Respiratory","dx_Skin","dx_Symptoms_Signs_NEC","dx_Births","dx_Unacceptable_principal_diagno","EC_Accidental_Falls","EC_Accidental_Poisoning","EC_Adverse_Effects_of_Drugs","EC_Fire_Accidents","EC_Inflicted_by_Others","EC_Late_Effects_of_Injury","EC_Misadventures_Complication","EC_Natural_Environment","EC_None","EC_Other_Accidents","EC_Self_Inflicted","EC_Submersion_Suffocation_Foreig","EC_Undetermined","EC_War","ED_Visit","All_Other","English","Spanish","a_Sex_Female","a_Sex_Male","a_Sex_Unknown_Other","a_Age_10_19","a_Age_20_29","a_Age_30_39","a_Age_40_49","a_Age_50_59","a_Age_60_69","a_Age_70_79","a_Age_80_","a_Age_Unknown","a_Asian_Pacific_Islander","a_Black","a_Hispanic or Latino","a_racegrp_other","a_Unknown_Race","a_White","a_Native_American_Eskimo_Aleut","a_Acute_Care","a_Against_Medical_Advice","a_Died","a_Home_Health_Service","a_Other_Care","a_Other_Unknown","a_Residential_Care_Facility","a_Routine","a_SN_IC_Care","a_Prison_Jail","a_Hospice_Care","a_Psychiatric_Care","a_Childrens_or_Cancer","a_Critical_Access_Hospital","a_Not_Defined_Elsewhere","a_Medi_Cal","a_Medicare","a_Other_Payer","a_Private_Coverage","a_Uninsured","a_dx_Pregnancy_Childbirth","a_dx_Diseases_of_the_Blood","a_dx_Circulatory","a_dx_Digestive","a_dx_Endocrine","a_dx_Genitourinary","a_dx_Infectious","a_dx_Injury_Poisoning","a_dx_Musculoskeletal","a_dx_Neoplasms","a_dx_Nervous_System","a_dx_Psychoses_Neuroses","a_dx_Respiratory","a_dx_Skin","a_dx_Symptoms_Signs_NEC","a_dx_births","a_dx_Congenital","a_dx_Certain_Perinatal_Condition","a_EC_Accidental_Falls","a_EC_Accidental_Poisoning","a_EC_Adverse_Effects_of_Drugs","a_EC_Inflicted_by_Others","a_EC_Late_Effects_of_Injury","a_EC_Misadventures_Complication","a_EC_None","a_EC_Other_Accidents","a_EC_Self_Inflicted","a_EC_Submersion_Suffocation_Fore","a_EC_Fire_Accidents","a_EC_Natural_Environment","a_EC_Undetermined","a_EC_War","Inpatient_from_ED","a_All_Other_Languages","a_English","a_Spanish","YEAR","a_Age_00_09","EC_All_Transport_Types","a_EC_All_Transport_Types","a_dx_Other_Reasons","SelfPay","Unknown_inv_Payer","a_SelfPay","a_Unknown_inv_Payer","LICENSED_BED_TOTAL","ED_STATIONS_ON_1231","CONGRESS_DIST","Rehab","Disaster_Care_Site","a_Rehab","a_Disaster_Care_Site","a_Residential_Care","a_CAH","disp_Invalid_Blank","disp_Other","a_disp_Invalid_Blank","a_disp_Other","ed_lic_levl_end","dx_Birth_Defects","dx_Cancer","dx_Ear","dx_Eye","EC_Abnormal_Reaction_Later_Cx","EC_Med_Device_Advrs_Incident","EC_NonTrans_Drowning_Subm","EC_Other_Factors","EC_Supplementary_Factors","EC_W_Inanimate_Animate_Object","All_Other_Languages","a_dx_Birth_Defects","a_dx_Cancer","a_dx_Ear","a_dx_Eye","a_EC_Abnormal_Reaction_Later_Cx","a_EC_Med_Device_Advrs_Incident","a_EC_Supplementary_Factors","a_EC_W_Inanimate_Animate_Object","a_EC_NonTrans_Drowning_Subm","racegrp_inv_blank","Non-Hispanic or Non-Latino","eth_Unknown","eth_Blank_Invalid","a_racegrp_inv_blank","a_Non-Hispanic or Non-Latino","a_Unknown_Eth","a_eth_Blank_Invalid","racegrp_aman","racegrp_asian","racegrp_black","racegrp_multirace","racegrp_nhpi","racegrp_white","eth_Hispanic","eth_NonHispanic","disp_Acute_Care","disp_Against_Medical_Advice","disp_Died","disp_Hospice_Care","disp_Not_Defined_Elsewhere","disp_Prison_Jail","disp_Psychiatric_Care","disp_Routine","disp_SN_IC_Care","disp_CAH","disp_Childrens_or_Cancer","disp_Home_Health_Service","disp_Rehab","disp_Residential_Care","disp_Disaster_Care_Site","dx_Residual","Unknown_lang","blank_inv_lang","Zip_Foreign","a_racegrp_aman","a_racegrp_asian","a_racegrp_black","a_racegrp_multirace","a_racegrp_nhpi","a_racegrp_unknown","a_racegrp_white","a_eth_Hispanic","a_eth_NonHispanic","a_Eth_Other_Unknown","a_disp_Acute_Care","a_disp_Against_Medical_Advice","a_disp_Died","a_disp_Home_Health_Service","a_disp_Hospice_Care","a_disp_Psychiatric_Care","a_disp_Rehab","a_disp_Residential_Care","a_disp_Routine","a_disp_SN_IC_Care","a_disp_CAH","a_disp_Not_Defined_Elsewhere","a_disp_Childrens_or_Cancer","a_disp_Disaster_Care_Site","a_disp_Prison_Jail","a_DX_Residual","a_Unknown_lang","a_blank_inv_lang","a_Zip_Foreign","dx_Factors_Influencing_Health_St","a_dx_Factors_Influencing_Health_","PLS_Other_Unknown","a_PLS_Other_Unknown"
"810",106444013,"WATSONVILLE COMMUNITY HOSPITAL","SANTA CRUZ","General Acute Care Hospital","75 NIELSON STREET","WATSONVILLE","95076","100-149","Non-Trauma Center","Urban","N/A","N/A","Investor - Corporation","Emergency - Basic",14360,12273,0,6795,3339,4341,3529,2710,2469,1644,883,923,0,120,129,19543,4,4,7,6826,182,753,25,2,6,14,1,72,89,2,25414,34,15,0,24,16453,3327,580,4243,0,911,104,567,2,1439,284,1530,973,5217,1415,30,1935,833,73,1134,3288,1076,5822,0,0,1707,148,136,13,210,27,133,337,20753,2339,64,156,14,0,26633,14,15163,11456,2158,1415,0,151,547,457,280,423,493,403,615,0,30,13,2166,0,1,1362,1,114,40,68,244,20,0,0,2684,403,0,0,0,0,0,0,1589,1369,38,534,0,738,30,406,666,134,189,357,249,127,51,39,56,343,82,73,2,4,20,171,11,80,8,21,98,3090,40,15,3,1,10,8,0,3573,6,2113,1454,2014,204,596,17,7,2030,0,43,0,106,14,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811",106100697,"COALINGA REGIONAL MEDICAL CENTER","FRESNO","General Acute Care Hospital","1191 PHELPS AVENUE","COALINGA","93210","100-149","Non-Trauma Center","Rural","Rural","N/A","Public - District","Emergency - Standby",4429,3970,0,1975,1215,1357,1154,926,840,495,267,170,0,54,260,5571,6,61,0,2447,553,186,13,0,0,0,0,2,0,2,7628,14,1,0,0,3722,710,672,3293,0,248,11,159,1,471,118,446,231,2086,379,6,629,186,2,201,988,299,1932,5,1,537,19,28,4,138,2,10,146,6227,985,30,59,19,1,8399,4,6098,2297,99,78,0,1,12,17,18,33,22,32,42,0,1,5,74,3,0,94,0,13,4,2,1,0,1,0,119,29,8,0,0,0,0,0,42,84,13,29,0,0,0,34,14,13,25,13,12,2,2,6,3,36,9,8,0,0,0,17,2,2,0,0,0,149,2,1,0,0,4,0,0,177,0,138,39,2014,0,194,0,0,2,0,9,0,123,9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812",106100717,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","FRESNO","General Acute Care Hospital","2823 FRESNO STREET","FRESNO","93721","500+","Level I","Urban","N/A","Teaching","Nonprofit - Corporation","Emergency - Comprehensive",42091,40931,4,5664,7259,19204,15944,13688,12194,5523,2189,1359,2,31,305,38120,150,1639,103,42678,499,6842,266,30,12,14,230,1881,1925,34,70738,505,43,2,5,54427,8452,3185,5159,0,3240,262,1378,40,5336,1453,4660,2442,15509,7462,194,3430,3780,40,7935,4880,3533,17449,3,0,4256,324,281,78,2588,209,21,890,64439,5611,529,369,75,0,83026,1153,70735,11138,11262,13180,0,636,2659,2854,3575,5415,4055,2620,2256,0,1465,2663,10336,518,47,9310,103,321,879,858,3755,815,2,199,14587,2661,365,0,0,0,0,0,12173,8056,942,1924,0,370,185,4237,2531,1179,1098,2002,3914,611,604,715,2582,1858,844,1619,5,21,41,1209,186,1075,358,207,1335,18254,385,199,42,64,125,95,0,24442,969,19891,3582,2014,372,3356,908,26,11800,3,1347,0,641,73,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813",106100797,"ADVENTIST MEDICAL CENTER - REEDLEY","FRESNO","General Acute Care Hospital","372 WEST CYPRESS AVENUE","REEDLEY","93654","1-49","Non-Trauma Center","Rural","Rural","N/A","Nonprofit - Corporation","Emergency - Standby",13204,10288,1,6010,3482,3940,3233,2338,1887,1202,717,684,0,63,251,18418,4,350,66,4341,806,652,31,9,2,1,8,70,22,4,21705,68,25,0,90,14922,2343,310,2720,0,754,45,409,3,1852,240,1188,755,5172,1301,11,1744,818,61,753,2918,881,4587,0,1,1503,58,94,20,138,15,70,397,17763,2654,33,139,18,0,23493,50,15870,7573,208,135,0,7,36,28,34,41,50,44,103,0,3,2,226,11,0,101,0,47,7,5,13,2,4,0,216,49,0,0,0,0,0,0,106,175,0,34,0,27,7,45,36,24,48,41,17,2,4,3,9,54,14,12,0,0,0,23,5,16,0,2,5,286,2,3,0,0,0,0,0,343,0,228,115,2014,0,591,1,0,3198,0,28,0,49,10,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814",106150706,"DELANO REGIONAL MEDICAL CENTER","KERN","General Acute Care Hospital","1401 GARCES HIGHWAY","DELANO","93215","150-199","Non-Trauma Center","Urban","N/A","N/A","Nonprofit - Corporation","Emergency - Basic",13903,11622,0,7575,4027,4042,3190,2216,1820,1216,841,598,0,892,399,21790,12,760,54,1618,448,0,57,2,0,0,0,0,0,446,24488,84,0,0,0,15996,2150,568,3263,0,858,159,546,4,1661,437,1883,864,5528,818,36,1564,837,44,837,3712,957,4780,0,0,1723,60,114,13,281,8,64,446,19452,2547,66,158,33,4,25525,80,17484,7961,949,941,0,57,135,160,177,278,289,273,317,0,187,30,1402,52,1,218,0,73,11,54,10,9,0,4,1478,240,11,0,0,0,0,0,917,693,24,161,0,31,49,228,339,113,221,180,110,15,24,27,21,371,53,88,0,4,15,53,24,109,3,1,94,1541,39,13,3,0,3,5,0,1890,17,1157,716,2014,204,556,2,1,3548,0,95,0,156,10,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815",106150736,"KERN MEDICAL CENTER","KERN","General Acute Care Hospital","1700 MOUNT VERNON AVENUE","BAKERSFIELD","93306","200-299","Level II","Urban","N/A","Teaching","Public - City or County","Emergency - Basic",17951,20331,0,4977,4255,8661,6685,5574,5368,2086,494,182,0,213,4396,20878,71,1132,590,11002,2,2346,83,0,1,0,0,2554,17,0,32850,0,0,0,429,25652,1847,280,5285,0,1474,159,726,15,2458,668,2100,990,8563,2486,79,2478,2484,139,1847,3601,2097,5916,0,2,1817,79,148,15,1616,72,316,450,28066,2623,511,208,107,0,38282,242,30805,7235,1637,2654,0,233,746,616,732,907,483,169,111,0,51,345,2245,92,38,1514,6,104,152,105,50,219,0,0,3278,187,196,0,0,0,0,0,2791,544,351,351,0,100,56,302,588,183,184,399,1406,83,102,91,143,289,170,127,0,1,62,257,17,150,261,10,259,2468,107,87,8,0,40,18,0,4291,45,3350,896,2014,294,2254,609,5,5157,61,246,8,222,32,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816",106164029,"ADVENTIST MEDICAL CENTER","KINGS","General Acute Care Hospital","115 MALL DRIVE","HANFORD","93230","100-149","Non-Trauma Center","Urban","Rural","N/A","Nonprofit - Corporation","Emergency - Basic",60679,45558,0,24554,14197,18754,15164,11863,9589,5703,3651,2756,6,405,4234,69967,172,1847,303,29309,1593,2643,85,30,6,7,22,286,203,6,101019,200,46,0,91,61931,11880,5258,14313,0,3404,262,1606,21,8618,1025,6459,3385,20167,6037,116,7194,2777,112,3323,16377,4590,20762,2,0,5975,298,536,62,730,64,501,1433,83538,9991,203,570,58,0,106237,233,82702,23302,3816,3356,0,135,466,621,817,1248,1208,1189,1431,0,59,287,3462,105,11,3236,12,184,144,282,588,47,63,6,5120,719,19,0,0,0,0,0,1876,3769,222,875,0,77,147,1203,1348,517,660,737,558,85,99,156,61,936,252,327,0,2,3,361,88,370,4,31,340,5767,89,36,16,1,32,13,0,7172,44,5685,1443,2014,57,2278,24,4,12855,0,429,1,142,26,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817",106361110,"BEAR VALLEY COMMUNITY HOSPITAL","SAN BERNARDINO","General Acute Care Hospital","41870 GARSTIN DRIVE","BIG BEAR LAKE","92315","1-49","Non-Trauma Center","Rural","Rural","N/A","Public - District","Emergency - Standby",4700,4801,0,1074,1246,1587,1134,1131,1335,922,637,435,0,128,146,1197,17,248,111,7654,1120,232,21,1,1,1,19,116,14,18,7957,1,0,0,0,2990,1419,599,3501,0,190,36,426,3,596,110,449,182,3284,441,23,513,234,3,282,836,288,1602,3,0,1508,43,57,5,89,18,89,123,5866,1182,31,55,10,0,9501,21,9307,173,100,72,0,1,4,12,13,20,29,42,51,0,0,1,11,1,0,159,0,2,2,6,7,1,0,0,150,4,0,0,0,0,0,0,38,93,0,39,0,0,3,25,25,4,10,4,12,5,2,6,9,50,9,3,0,0,0,11,0,5,0,0,5,143,4,0,0,1,2,0,0,172,0,169,3,2014,0,425,1,5,992,0,2,0,30,7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818",106361266,"MOUNTAINS COMMUNITY HOSPITAL","SAN BERNARDINO","General Acute Care Hospital","29101 HOSPITAL ROAD","LAKE ARROWHEAD","92352","1-49","Non-Trauma Center","Rural","Rural","N/A","Public - District","Emergency - Standby",4251,3723,0,948,934,1222,966,984,1177,913,510,320,0,5,181,1451,54,164,12,6107,676,144,14,0,0,6,2,10,1,1,7040,7,0,14,59,3312,1415,108,2501,0,64,24,264,5,711,105,459,154,2091,397,16,525,265,2,410,936,441,1104,1,0,777,12,5,2,55,2,1,152,6129,630,13,56,8,0,7974,34,7705,235,68,47,0,4,10,9,21,22,23,10,11,0,0,2,14,2,0,96,1,6,2,1,0,0,0,0,93,13,0,0,0,0,0,0,44,33,3,32,0,0,1,3,35,5,6,0,8,3,1,0,1,26,18,8,0,0,0,5,0,0,0,0,0,106,4,0,0,0,0,0,0,115,0,108,7,2014,5,132,0,0,624,14,2,1,37,6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819",106361343,"ST. MARY MEDICAL CENTER - APPLE VALLEY","SAN BERNARDINO","General Acute Care Hospital","18300 US HIGHWAY 18","APPLE VALLEY","92307","200-299","Non-Trauma Center","Urban","Rural","N/A","Nonprofit - Corporation","Emergency - Basic",34211,24576,0,10593,6727,9590,7828,6291,6595,4670,3627,2866,0,298,8861,14001,62,3020,415,32130,1916,3293,84,69,29,0,43,178,124,4,52844,165,0,0,38,18372,8915,1269,23670,0,2212,356,1751,22,2703,782,3908,1006,10690,3337,121,4167,2157,169,957,6782,2371,15295,1,0,3749,131,338,21,486,171,360,466,46313,4627,159,259,50,0,58787,139,56424,2224,6395,5134,0,221,777,934,1362,2426,2075,1870,1522,0,116,1566,2263,459,19,7095,11,299,455,203,1473,209,9,21,7921,909,30,0,0,0,0,0,3516,5346,233,1995,0,438,135,2442,1697,519,762,804,852,265,200,365,82,1191,295,1407,0,6,56,463,71,822,12,19,800,9013,147,19,46,0,53,25,0,11529,58,10810,661,2014,342,1657,39,13,6561,0,439,0,212,34,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820",106361370,"VICTOR VALLEY GLOBAL MEDICAL CENTER","SAN BERNARDINO","General Acute Care Hospital","15248 ELEVENTH STREET","VICTORVILLE","92395","100-149","Non-Trauma Center","Urban","Rural","N/A","Public - City or County","Emergency - Basic",22633,16283,2,7512,5263,7328,6081,4985,4366,1960,868,555,0,268,5335,14245,61,5181,1323,12505,562,4833,121,4,0,20,124,98,0,179,32960,17,0,0,0,17619,3369,490,12898,0,1204,130,810,13,2173,652,2381,840,8103,2658,94,2487,2067,88,1250,4644,1514,7810,0,0,2219,112,214,24,561,49,87,471,30172,3470,185,159,65,1,38918,86,37519,1313,2227,1594,0,113,471,438,530,842,558,423,321,0,47,790,1203,7,25,1731,18,101,153,79,136,84,25,1,2912,218,112,0,0,0,0,0,1850,1229,141,518,0,401,71,683,595,207,241,225,232,65,62,125,18,463,113,305,0,2,9,103,37,135,10,9,131,3296,45,14,16,0,12,7,0,3821,10,3609,202,2014,125,1129,6,4,4542,0,82,1,101,16,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821",106361458,"COLORADO RIVER MEDICAL CENTER","SAN BERNARDINO","General Acute Care Hospital","1401 BAILEY AVENUE","NEEDLES","92363","1-49","Non-Trauma Center","Frontier","Rural","N/A","Nonprofit - Corporation","Emergency - Standby",3130,2659,0,648,501,733,781,911,1123,598,347,147,0,23,184,618,513,27,2,4422,212,316,10,0,0,0,0,46,0,0,4936,0,2,266,1,2758,1409,129,950,0,47,14,160,2,393,121,297,121,1140,624,14,392,170,5,187,816,307,979,0,0,380,15,51,3,39,27,29,116,4426,497,9,26,18,0,5789,12,5769,8,319,255,0,4,17,51,83,146,125,88,55,0,0,16,41,1,0,444,72,40,30,3,7,3,1,5,480,5,0,0,0,0,0,0,206,298,10,45,0,0,3,51,86,60,30,12,55,11,1,9,10,97,33,116,0,0,0,29,3,9,3,3,4,475,8,3,1,1,10,8,0,574,0,573,1,2014,5,153,17,0,543,0,15,0,25,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822",106364144,"DESERT VALLEY HOSPITAL","SAN BERNARDINO","General Acute Care Hospital","16850 BEAR VALLEY ROAD","VICTORVILLE","92395","100-149","Non-Trauma Center","Urban","N/A","N/A","Investor - Corporation","Emergency - Basic",18551,14395,0,5966,4461,6250,4934,4023,3541,1924,1047,800,0,301,6624,4111,25,10230,30,11625,910,4537,138,1,1,0,0,93,43,2,27204,2,4,7,4,4343,3819,1090,19690,0,1181,104,828,9,2043,496,2077,652,7934,2390,53,2139,925,68,1133,3525,1173,6216,0,0,2343,93,166,20,452,9,125,437,24273,3231,132,202,88,0,32946,3,32739,204,4680,3538,0,91,524,694,1007,1562,1623,1282,1433,0,125,1250,907,1744,14,4172,6,346,297,139,1030,50,2,0,5809,486,59,0,0,0,0,0,2863,3982,185,1014,0,122,89,1615,1294,437,626,1003,491,342,111,334,103,839,192,617,0,3,0,449,26,817,11,39,271,6289,154,37,26,0,19,50,0,8218,3,7988,227,2014,2,1375,30,0,4004,0,174,0,148,21,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823",106364430,"BARSTOW COMMUNITY HOSPITAL","SAN BERNARDINO","General Acute Care Hospital","820 EAST MOUNTAIN VIEW ST","BARSTOW","92311","1-49","Non-Trauma Center","Rural","Rural","N/A","Investor - Corporation","Emergency - Basic",13443,10788,2,4238,2706,4320,3484,2869,3254,1654,935,773,0,138,4471,7092,54,51,15,12412,460,1521,45,17,2,0,0,44,18,9,22072,45,0,0,0,7325,3200,1154,10829,0,756,58,582,4,1653,434,1520,588,5434,1004,32,2162,930,53,715,3556,996,3756,0,0,1521,86,188,21,247,17,112,404,18246,2416,48,137,48,0,24233,34,23790,409,852,818,0,21,75,98,181,373,335,272,311,0,27,207,419,1,0,1008,8,109,69,21,219,27,13,0,986,225,1,0,0,0,0,0,534,917,23,180,0,20,40,445,268,129,76,148,50,22,18,79,21,229,44,77,0,0,4,69,5,96,0,0,43,1411,17,9,3,1,3,6,0,1670,2,1635,33,2014,4,742,7,0,1716,9,16,0,30,16,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824",106150722,"BAKERSFIELD MEMORIAL HOSPITAL","KERN","General Acute Care Hospital","420 34TH STREET","BAKERSFIELD","93301","300-499","Non-Trauma Center","Urban","N/A","N/A","Nonprofit - Corporation","Emergency - Basic",35814,24748,0,17446,7524,11795,7523,5487,5030,2853,1701,1203,0,500,6090,33402,71,2357,337,17805,257,418,57,1,3,22,0,0,65,6,59516,55,162,0,0,40733,7162,900,6379,0,3717,247,815,19,3750,674,4140,1670,9864,3140,86,3833,1184,283,1035,9884,3076,13145,0,0,3151,175,257,16,570,34,352,777,49321,4189,78,310,33,0,60562,155,52508,7899,5920,3350,0,481,1645,970,772,1305,1391,1062,1018,0,220,747,3852,55,0,4364,32,136,188,244,511,311,38,15,7061,758,8,0,0,0,0,0,4053,3292,186,1608,0,1946,93,1419,1212,496,574,693,700,131,130,224,45,990,217,286,15,10,81,405,54,338,14,13,522,7658,138,33,21,0,21,15,1,9270,48,8162,1060,2014,626,1299,37,8,5388,0,131,0,426,36,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
